Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Canada	30384.0	29469.0	29310.0	29820.0	30767.0	31302.0	31510.0	32608.0	33524.0	34963.0	36681.0	36862.0	37676.0	38021.0	38934.0	39837.0	40655.0	41136.0	41093.0	39347.0	39996.0	40880.0	41199.0	41818.0	42546.0	42567.0	42691.0	43496.0	43602.0
Central African Republic	968.0	942.0	858.0	833.0	841.0	882.0	823.0	849.0	865.0	885.0	839.0	862.0	874.0	815.0	840.0	834.0	856.0	880.0	878.0	947.0	987.0	1020.0	1068.0	681.0	679.0	706.0	732.0	756.0	777.0
Chad	1096.0	1165.0	1224.0	962.0	1055.0	1036.0	1021.0	1037.0	1084.0	1038.0	978.0	1050.0	1074.0	976.0	1334.0	1514.0	1453.0	1493.0	1444.0	1669.0	1850.0	1805.0	1902.0	1899.0	1971.0	1999.0	1836.0	1736.0	1716.0
Chile	8611.0	9141.0	10081.0	10638.0	10890.0	11736.0	12421.0	13182.0	13675.0	13379.0	13844.0	14168.0	14383.0	14514.0	15033.0	15611.0	15642.0	16410.0	17598.0	17299.0	17989.0	19112.0	20247.0	20960.0	21300.0	21653.0	21776.0	21415.0	21972.0
China	1530.0	1649.0	1857.0	2085.0	2331.0	2522.0	2747.0	2978.0	3167.0	3389.0	3651.0	3918.0	4263.0	4678.0	5137.0	5665.0	6381.0	7281.0	7974.0	8613.0	9458.0	10259.0	11090.0	11823.0	12742.0	13485.0	14311.0	15212.0	16127.0
Colombia	7392.0	7434.0	7617.0	7945.0	8331.0	8613.0	8601.0	8737.0	8683.0	8193.0	8254.0	8239.0	8300.0	8439.0	8756.0	9131.0	9612.0	10100.0	10254.0	10305.0	10567.0	11151.0	11538.0	11996.0	12513.0	12951.0	13087.0	12963.0	12896.0
Comoros	2576.0	2368.0	2520.0	2510.0	2305.0	2325.0	2229.0	2257.0	2222.0	2211.0	2391.0	2389.0	2378.0	2369.0	2355.0	2367.0	2374.0	2345.0	2372.0	2391.0	2424.0	2463.0	2479.0	2534.0	2529.0	2504.0	2504.0	2515.0	2426.0
Republic of the Congo	5976.0	6060.0	6307.0	5676.0	5506.0	4001.0	4024.0	4484.0	5178.0	4034.0	3564.0	3998.0	4054.0	3940.0	3613.0	2975.0	2674.0	3131.0	3614.0	4068.0	4051.0	3976.0	4742.0	5108.0	5942.0	7631.0	6765.0	6068.0	5804.0
Democratic Republic of the Congo	2054.0	1684.0	1550.0	1330.0	729.0	696.0	725.0	664.0	642.0	579.0	565.0	522.0	531.0	548.0	564.0	572.0	589.0	602.0	602.0	614.0	634.0	648.0	665.0	669.0	712.0	749.0	794.0	787.0	800.0
Costa Rica	7377.0	7509.0	8009.0	8372.0	8645.0	8742.0	8681.0	8942.0	9246.0	9239.0	9313.0	9467.0	9626.0	9888.0	10217.0	10520.0	11226.0	12022.0	12502.0	12049.0	12485.0	12850.0	13339.0	13408.0	13648.0	13952.0	14393.0	14619.0	14790.0
Croatia	14413.0	11436.0	10042.0	9329.0	9979.0	12742.0	13650.0	14668.0	14861.0	14585.0	15316.0	16477.0	17372.0	18032.0	19033.0	19692.0	20598.0	21755.0	22037.0	20348.0	20177.0	20192.0	19737.0	19888.0	19960.0	20890.0	21216.0	22426.0	23061.0
Cuba	4920.0	4372.0	3856.0	3261.0	3266.0	3308.0	3558.0	3642.0	3637.0	3844.0	4047.0	4182.0	4233.0	4381.0	4618.0	5138.0	5770.0	6156.0	6400.0	6428.0	6601.0	6821.0	7022.0	7208.0	7258.0	7567.0	7597.0	7726.0	7811.0
Cyprus	22853.0	22430.0	23807.0	23422.0	24226.0	24254.0	24222.0	24348.0	27786.0	26406.0	26855.0	28026.0	29381.0	30101.0	30670.0	31873.0	32716.0	33342.0	35274.0	32678.0	32881.0	33145.0	30718.0	28727.0	28908.0	31057.0	31358.0	32219.0	33100.0
Czechia	20121.0	17774.0	17803.0	17759.0	18272.0	19080.0	19789.0	19701.0	19644.0	19865.0	20752.0	21241.0	21468.0	22284.0	23059.0	24572.0	25777.0	26958.0	27441.0	25796.0	26237.0	26617.0	26761.0	26672.0	27119.0	28498.0	29211.0	30530.0	31597.0
Ivory Coast	2806.0	2759.0	2686.0	2579.0	2600.0	2704.0	2865.0	2925.0	3025.0	2975.0	2713.0	2590.0	2462.0	2311.0	2402.0	2580.0	2559.0	2548.0	2562.0	2580.0	2573.0	2398.0	2609.0	2741.0	2962.0	3126.0	3387.0	3426.0	3589.0
Denmark	32832.0	33151.0	33764.0	33822.0	35550.0	36598.0	37386.0	38503.0	39365.0	40538.0	41414.0	41935.0	42090.0	42283.0	43731.0	44929.0	46716.0	46609.0	46379.0	43817.0	44726.0	45340.0	45340.0	45983.0	46714.0	47213.0	47729.0	48338.0	48836.0
Djibouti	1919.0	1819.0	1877.0	1970.0	1881.0	1969.0	1824.0	1858.0	1801.0	1845.0	1822.0	1805.0	1837.0	1966.0	2022.0	2048.0	2303.0	2365.0	2415.0	2451.0	2494.0	2562.0	2638.0	2823.0	3003.0	3231.0	3431.0	3469.0	3601.0
Dominica	6484.0	6505.0	6648.0	6801.0	6674.0	6823.0	6933.0	7184.0	7568.0	7394.0	7251.0	7608.0	7294.0	7772.0	7873.0	7999.0	8730.0	9197.0	9916.0	9921.0	10074.0	10027.0	9746.0	9777.0	10163.0	9804.0	10179.0	9218.0	9245.0
Dominican Republic	5278.0	5204.0	5734.0	5946.0	6033.0	6263.0	6572.0	7037.0	7381.0	7683.0	7930.0	8007.0	8251.0	7829.0	7776.0	8665.0	9373.0	9927.0	10265.0	10233.0	10955.0	11137.0	11290.0	11613.0	12334.0	13127.0	13801.0	14197.0	15074.0
Ecuador	6878.0	7110.0	7193.0	7249.0	7420.0	7450.0	7395.0	7584.0	7641.0	6969.0	6897.0	7170.0	7372.0	7425.0	7873.0	8197.0	8447.0	8485.0	9013.0	8951.0	9168.0	9727.0	10136.0	10482.0	10702.0	10524.0	10208.0	10220.0	10141.0
Egypt	5750.0	5874.0	5999.0	6045.0	6156.0	6322.0	6512.0	6733.0	6991.0	7238.0	7545.0	7676.0	7725.0	7809.0	7986.0	8119.0	8590.0	9076.0	9547.0	9734.0	9828.0	9727.0	9750.0	9712.0	9793.0	10069.0	10323.0	10473.0	10744.0
El Salvador	4385.0	4387.0	4674.0	4887.0	5076.0	5260.0	5235.0	5326.0	5424.0	5435.0	5480.0	5490.0	5520.0	5538.0	5553.0	5676.0	5937.0	6026.0	6168.0	5951.0	6096.0	6295.0	6373.0	6454.0	6534.0	6645.0	6745.0	6832.0	6973.0
Equatorial Guinea	1424.0	1399.0	1855.0	1956.0	1849.0	1902.0	2958.0	7721.0	8211.0	10591.0	9269.0	9046.0	11720.0	10477.0	12505.0	21113.0	26834.0	30141.0	29473.0	29598.0	21716.0	22402.0	23988.0	23247.0	22773.0	23456.0	21365.0	19494.0	17796.0
Eritrea	895.0	996.0	1533.0	1754.0	2146.0	2250.0	2408.0	2617.0	2678.0	2648.0	2484.0	2598.0	2548.0	2359.0	2281.0	2265.0	2177.0	2153.0	1895.0	1932.0	1941.0	2084.0	1572.0	1613.0	1626.0	1633.0	1627.0	1670.0	1708.0
Estonia	15020.0	13965.0	11494.0	10529.0	10535.0	11443.0	12174.0	13292.0	14075.0	13934.0	15180.0	16115.0	17204.0	18442.0	19785.0	21972.0	24054.0	25555.0	24619.0	21516.0	21539.0	23313.0	24661.0	25678.0	26334.0	27001.0	27915.0	29320.0	30379.0
Swaziland	5927.0	5914.0	5978.0	5855.0	5593.0	6092.0	6391.0	6468.0	6256.0	6458.0	6286.0	6598.0	6430.0	6513.0	6864.0	7662.0	7665.0	8015.0	7917.0	7825.0	7819.0	8317.0	8663.0	9288.0	9331.0	9362.0	9457.0	9396.0	9359.0
Ethiopia	651.0	584.0	514.0	558.0	556.0	573.0	626.0	622.0	585.0	599.0	617.0	650.0	640.0	608.0	673.0	734.0	792.0	861.0	928.0	980.0	1071.0	1159.0	1224.0	1316.0	1410.0	1512.0	1612.0	1714.0	1782.0
Fiji	5683.0	5517.0	5758.0	5796.0	5920.0	6162.0	6429.0	6191.0	6114.0	6603.0	6807.0	6728.0	7047.0	7056.0	7412.0	7536.0	7216.0	7208.0	7184.0	7165.0	7125.0	7293.0	7331.0	7812.0	8016.0	8391.0	8588.0	8799.0	9110.0
Finland	28133.0	26110.0	24833.0	24381.0	25523.0	26722.0	27824.0	29720.0	31096.0	32739.0	34658.0	35692.0	36333.0	36626.0	38468.0	39285.0	40934.0	42604.0	42656.0	39370.0	40389.0	40868.0	40120.0	39563.0	39372.0	39473.0	40609.0	41142.0	41779.0
France	29573.0	29692.0	30056.0	29766.0	30307.0	30836.0	31323.0	32057.0	33115.0	34307.0	35261.0	35779.0	35655.0	35796.0	36558.0	37005.0	37751.0	38425.0	38379.0	37135.0	37674.0	38436.0	38194.0	38240.0	38397.0	38668.0	38926.0	39935.0	40511.0
Gabon	19368.0	20053.0	18489.0	18512.0	19119.0	19311.0	19454.0	19913.0	20875.0	18165.0	16125.0	17023.0	17194.0	16870.0	15552.0	16335.0	14626.0	14715.0	13543.0	14200.0	13960.0	13814.0	15005.0	15519.0	16906.0	16336.0	16339.0	16213.0	15794.0
Gambia	1329.0	1393.0	1395.0	1394.0	1354.0	1331.0	1320.0	1328.0	1332.0	1366.0	1393.0	1417.0	1312.0	1373.0	1440.0	1383.0	1353.0	1369.0	1414.0	1454.0	1503.0	1390.0	1429.0	1468.0	1409.0	1446.0	1416.0	1437.0	1490.0
Georgia	7988.0	6258.0	3399.0	2360.0	2146.0	2224.0	2622.0	3173.0	3406.0	3576.0	3664.0	3794.0	4011.0	4485.0	4831.0	5299.0	5896.0	6561.0	6623.0	6455.0	6769.0	7325.0	8012.0	8225.0	8688.0	8748.0	8768.0	9146.0	9570.0
Germany	31793.0	32995.0	33325.0	32732.0	33196.0	33594.0	33807.0	34311.0	34853.0	35458.0	36529.0	37019.0	36821.0	36649.0	37694.0	38051.0	39828.0	41080.0	41393.0	39673.0	41236.0	43770.0	43827.0	43888.0	44529.0	45012.0	45577.0	46438.0	46946.0
Ghana	1863.0	1907.0	1928.0	1960.0	1966.0	1992.0	2030.0	2065.0	2108.0	2145.0	2152.0	2205.0	2247.0	2305.0	2372.0	2475.0	2583.0	2627.0	2799.0	2863.0	2977.0	3264.0	3408.0	3687.0	3663.0	3735.0	3756.0	3943.0	4099.0
Greece	21080.0	21554.0	21596.0	21073.0	21404.0	21752.0	22203.0	23101.0	23840.0	24194.0	24924.0	25891.0	26724.0	28009.0	29326.0	29203.0	30556.0	31243.0	30930.0	29749.0	28134.0	25428.0	24521.0	23714.0	24242.0	24165.0	24187.0	24647.0	24909.0
Grenada	6929.0	7161.0	7089.0	6804.0	6843.0	6837.0	7070.0	7374.0	8127.0	8631.0	8919.0	8566.0	8746.0	9568.0	9232.0	11224.0	10740.0	11218.0	11325.0	10209.0	10445.0	10590.0	10382.0	10640.0	10689.0	11011.0	11650.0	12155.0	12684.0
Guatemala	4969.0	5107.0	5217.0	5313.0	5402.0	5535.0	5550.0	5670.0	5845.0	5925.0	6002.0	6041.0	6063.0	6077.0	6108.0	6160.0	6316.0	6552.0	6641.0	6501.0	6537.0	6630.0	6747.0	6867.0	6976.0	7128.0	7199.0	7283.0	7378.0
Guinea	1272.0	1270.0	1292.0	1346.0	1368.0	1394.0	1416.0	1442.0	1451.0	1486.0	1486.0	1498.0	1576.0	1470.0	1471.0	1451.0	1491.0	1570.0	1564.0	1511.0	1559.0	1604.0	1676.0	1714.0	1775.0	1805.0	1971.0	2201.0	2211.0
Guinea-Bissau	1565.0	1570.0	1563.0	1552.0	1575.0	1592.0	1745.0	1850.0	1287.0	1281.0	1366.0	1353.0	1336.0	1312.0	1322.0	1347.0	1359.0	1376.0	1369.0	1386.0	1424.0	1516.0	1449.0	1422.0	1477.0	1513.0	1570.0	1580.0	1593.0
Guyana	2097.0	1865.0	2299.0	2798.0	3199.0	3409.0	3958.0	4108.0	4151.0	4202.0	4332.0	4391.0	4425.0	4481.0	4631.0	4612.0	5120.0	5427.0	5462.0	5652.0	5793.0	6085.0	6398.0	6622.0	6846.0	7032.0	7294.0	7443.0	7615.0
Haiti	2091.0	2093.0	1942.0	1807.0	1566.0	1697.0	1740.0	1752.0	1756.0	1770.0	1762.0	1705.0	1662.0	1638.0	1559.0	1549.0	1580.0	1607.0	1596.0	1623.0	1513.0	1577.0	1603.0	1639.0	1666.0	1661.0	1666.0	1664.0	1665.0
Honduras	3027.0	2825.0	2893.0	3059.0	2973.0	3062.0	3034.0	3125.0	3159.0	3072.0	3188.0	3181.0	3203.0	3246.0	3344.0	3480.0	3618.0	3818.0	3878.0	3681.0	3731.0	3764.0	3799.0	3825.0	3836.0	3955.0	4032.0	4148.0	4258.0
Hong Kong	26175.0	27273.0	28669.0	31307.0	32332.0	32678.0	31988.0	33624.0	32084.0	32598.0	34330.0	34822.0	34629.0	36489.0	39142.0	41166.0	44578.0	47452.0	49409.0	46785.0	49139.0	51454.0	51114.0	52725.0	53886.0	54608.0	55816.0	58553.0	60221.0
Hungary	16200.0	14059.0	13730.0	14255.0	14671.0	14829.0	14780.0	15057.0	15702.0	16222.0	17091.0	17768.0	18585.0	19471.0	20315.0	21235.0	22165.0	21944.0	22297.0	21195.0	21359.0	21784.0	21692.0	22515.0	23154.0	23965.0	25081.0	25774.0	27144.0
Iceland	29373.0	29182.0	27957.0	27987.0	28551.0	28511.0	29864.0	30490.0	32247.0	33156.0	33726.0	34752.0	35906.0	36075.0	37491.0	38782.0	38860.0	42014.0	35114.0	33274.0	32619.0	34552.0	35944.0	40400.0	40701.0	42182.0	44809.0	46817.0	47566.0
India	1882.0	1859.0	1922.0	1977.0	2070.0	2188.0	2313.0	2364.0	2465.0	2637.0	2683.0	2769.0	2832.0	3002.0	3189.0	3387.0	3602.0	3833.0	3887.0	4134.0	4403.0	4584.0	4760.0	5001.0	5315.0	5674.0	6075.0	6446.0	6829.0
Indonesia	4399.0	4628.0	4847.0	5130.0	5493.0	5838.0	6217.0	6399.0	5328.0	5185.0	5422.0	5717.0	5938.0	6084.0	6256.0	6506.0	6816.0	7164.0	7539.0	7788.0	8234.0	8614.0	9011.0	9370.0	9679.0	10029.0	10419.0	10811.0	11256.0
Iran	11391.0	12497.0	12606.0	12565.0	12080.0	12362.0	12585.0	12585.0	12781.0	12584.0	13228.0	13178.0	13989.0	15013.0	15435.0	15737.0	16373.0	17554.0	17416.0	17337.0	18142.0	18402.0	16938.0	16696.0	17177.0	16720.0	18710.0	19127.0	18166.0
Iraq	11382.0	3983.0	5156.0	6595.0	6645.0	6578.0	7080.0	8215.0	10737.0	12192.0	12135.0	12040.0	10774.0	7138.0	10727.0	11092.0	11972.0	11972.0	13200.0	13042.0	13305.0	13679.0	15106.0	15401.0	15024.0	14853.0	16387.0	15650.0	15365.0
Ireland	19935.0	20286.0	20557.0	21098.0	22327.0	23944.0	25744.0	27828.0	29704.0	31589.0	34066.0	34511.0	35262.0	36806.0	38755.0	40180.0	41630.0	42012.0	39387.0	35691.0	36300.0	36449.0	36116.0	38059.0	41208.0	45809.0	50911.0	52799.0	55660.0
Israel	20001.0	20469.0	21259.0	21553.0	22535.0	23489.0	23984.0	24212.0	24526.0	24420.0	25092.0	25073.0	24713.0	24510.0	25287.0	26375.0	27494.0	28643.0	28431.0	27942.0	29110.0	30157.0	29852.0	30679.0	31728.0	31814.0	32428.0	32860.0	33650.0
Italy	30729.0	31124.0	31315.0	31104.0	31717.0	32742.0	33237.0	34007.0	34513.0	35174.0	36394.0	37046.0	37030.0	36907.0	37370.0	37661.0	38392.0	38642.0	37608.0	35688.0	36128.0	36251.0	35178.0	34161.0	33946.0	34105.0	34818.0	35573.0	36141.0
Jamaica	6597.0	6804.0	7013.0	8003.0	7797.0	7963.0	8099.0	7882.0	7638.0	7630.0	7621.0	7593.0	7562.0	7826.0	7902.0	7904.0	8165.0	8243.0	8241.0	7730.0	7714.0	7821.0	7886.0	7802.0	7806.0	7751.0	7721.0	7870.0	7932.0
Japan	30836.0	31774.0	32015.0	31781.0	31974.0	32731.0	33768.0	34084.0	33586.0	33437.0	34386.0	34477.0	34399.0	34906.0	35770.0	36461.0	37114.0	37821.0	37233.0	35175.0	36685.0	36788.0	37341.0	38387.0	38669.0	39297.0	39407.0	40343.0	40799.0
Jordan	5880.0	5514.0	6319.0	6332.0	6354.0	6563.0	6489.0	6651.0	6804.0	6900.0	7312.0	7607.0	7804.0	7997.0	8514.0	8910.0	9303.0	9726.0	9827.0	9830.0	9306.0	9041.0	8759.0	8574.0	8432.0	8308.0	8253.0	8253.0	8268.0
Kazakhstan	13703.0	12202.0	11595.0	10600.0	9374.0	8740.0	8897.0	9164.0	9152.0	9308.0	9910.0	11427.0	12669.0	13643.0	14676.0	15417.0	16254.0	17233.0	16858.0	17686.0	17928.0	18215.0	19169.0	21010.0	21706.0	23175.0	22062.0	22025.0	22168.0
Kenya	2265.0	2213.0	2130.0	2027.0	2037.0	2098.0	2157.0	2117.0	2135.0	2116.0	2077.0	2096.0	2055.0	2055.0	2107.0	2188.0	2261.0	2346.0	2295.0	2306.0	2427.0	2516.0	2550.0	2614.0	2676.0	2768.0	2875.0	2936.0	3052.0
Kiribati	2358.0	3058.0	3075.0	2930.0	2922.0	3041.0	2620.0	3114.0	3448.0	3085.0	3234.0	3333.0	3151.0	2977.0	2880.0	2814.0	2686.0	2726.0	2661.0	2489.0	2565.0	2434.0	2730.0	3092.0	3453.0	4050.0	3985.0	3971.0	3917.0
South Korea	11614.0	12687.0	13326.0	14091.0	15213.0	16482.0	17573.0	18400.0	17121.0	18974.0	20601.0	21377.0	22902.0	23457.0	24556.0	25315.0	26600.0	27932.0	28590.0	28579.0	30387.0	31412.0	32099.0	32781.0	33534.0	34276.0	35122.0	35945.0	36757.0
Kuwait	52301.0	34139.0	56057.0	73710.0	82558.0	95142.0	93274.0	94232.0	92690.0	81480.0	81957.0	77739.0	75124.0	85776.0	94816.0	101314.0	106011.0	106529.0	99649.0	88457.0	80290.0	82672.0	84858.0	81594.0	79290.0	75582.0	76145.0	73742.0	71164.0
