Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Eritrea	1675.0	1675.0	1675.0	1675.0	1675.0	1675.0	1720.0	1765.0	1810.0	1855.0	1900.0	1877.6	1855.2	1832.8	1810.4	1788.0	1748.6	1709.2	1669.8	1630.4	1591.0	1708.0	1289.0	1321.0	1331.0	1338.0	1336.0	1373.0	1404.0
Estonia	8672.0	8672.0	8672.0	8672.0	8672.0	8672.0	9294.4	9916.8	10539.2	11161.6	11784.0	12921.8	14059.6	15197.4	16335.2	17473.0	17291.2	17109.4	16927.6	16745.8	16564.0	17877.0	18788.0	19456.0	19722.0	20402.0	21066.0	22147.0	22999.0
Swaziland	4063.0	4063.0	4063.0	4063.0	4063.0	4063.0	4043.8	4024.6	4005.4	3986.2	3967.0	4081.0	4195.0	4309.0	4423.0	4537.0	4646.8	4756.6	4866.4	4976.2	5086.0	5472.0	5753.0	6702.0	6798.0	6883.0	7016.0	7027.0	7029.0
Ethiopia	418.0	418.0	418.0	418.0	418.0	418.0	427.6	437.2	446.8	456.4	466.0	472.4	478.8	485.2	491.6	498.0	555.2	612.4	669.6	726.8	784.0	849.0	898.0	966.0	1040.0	1120.0	1199.0	1281.0	1332.0
Fiji	3354.0	3354.0	3354.0	3354.0	3354.0	3354.0	3399.8	3445.6	3491.4	3537.2	3583.0	3788.6	3994.2	4199.8	4405.4	4611.0	4675.4	4739.8	4804.2	4868.6	4933.0	5156.0	5117.0	5421.0	5368.0	5449.0	5449.0	5594.0	5838.0
Finland	21034.0	21034.0	21034.0	21034.0	21034.0	21034.0	22311.0	23588.0	24865.0	26142.0	27419.0	28246.0	29073.0	29900.0	30727.0	31554.0	32058.0	32562.0	33066.0	33570.0	34074.0	33532.0	34235.0	32779.0	32869.0	33335.0	34119.0	34519.0	35066.0
France	22557.0	22557.0	22557.0	22557.0	22557.0	22557.0	23196.2	23835.4	24474.6	25113.8	25753.0	26184.0	26615.0	27046.0	27477.0	27908.0	28428.2	28948.4	29468.6	29988.8	30509.0	31127.0	31262.0	31443.0	31299.0	31511.0	31763.0	32506.0	33005.0
Gabon	12225.0	12225.0	12225.0	12225.0	12225.0	12225.0	11852.6	11480.2	11107.8	10735.4	10363.0	10447.6	10532.2	10616.8	10701.4	10786.0	10556.6	10327.2	10097.8	9868.4	9639.0	9605.0	10488.0	10899.0	11920.0	11607.0	11584.0	11485.0	11240.0
Gambia	879.0	879.0	879.0	879.0	879.0	879.0	894.6	910.2	925.8	941.4	957.0	961.6	966.2	970.8	975.4	980.0	940.2	900.4	860.6	820.8	781.0	725.0	752.0	773.0	745.0	771.0	757.0	771.0	800.0
Georgia	1379.0	1379.0	1379.0	1379.0	1379.0	1379.0	1585.0	1791.0	1997.0	2203.0	2409.0	2536.4	2663.8	2791.2	2918.6	3046.0	3294.2	3542.4	3790.6	4038.8	4287.0	4696.0	5166.0	5480.0	5760.0	5956.0	5953.0	6217.0	6504.0
Germany	23450.0	23450.0	23450.0	23450.0	23450.0	23450.0	24007.4	24564.8	25122.2	25679.6	26237.0	26606.6	26976.2	27345.8	27715.4	28085.0	28974.4	29863.8	30753.2	31642.6	32532.0	34620.0	34660.0	35228.0	35821.0	36446.0	37188.0	37979.0	38467.0
Ghana	1645.0	1645.0	1645.0	1645.0	1645.0	1645.0	1676.6	1708.2	1739.8	1771.4	1803.0	1852.0	1901.0	1950.0	1999.0	2048.0	2141.0	2234.0	2327.0	2420.0	2513.0	2744.0	2848.0	3062.0	3022.0	2998.0	3014.0	3169.0	3287.0
Greece	12938.0	12938.0	12938.0	12938.0	12938.0	12938.0	13539.8	14141.6	14743.4	15345.2	15947.0	17000.8	18054.6	19108.4	20162.2	21216.0	21239.2	21262.4	21285.6	21308.8	21332.0	19374.0	18848.0	18219.0	19126.0	19127.0	19223.0	19508.0	19749.0
Guatemala	2961.0	2961.0	2961.0	2961.0	2961.0	2961.0	3095.2	3229.4	3363.6	3497.8	3632.0	3678.8	3725.6	3772.4	3819.2	3866.0	3920.4	3974.8	4029.2	4083.6	4138.0	3940.0	4707.0	4522.0	4574.0	4795.0	4736.0	4806.0	4864.0
