Country	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Iceland	30066.0	29857.4	29648.8	29440.2	29231.6	29023.0	30208.4	31393.8	32579.2	33764.6	34950.0	36101.2	37252.4	38403.6	39554.8	40706.0	40592.2	40478.4	40364.6	40250.8	40137.0	40767.0	41077.0	42372.0	42775.0	44223.0	46819.0	47840.0	48606.0
India	1906.0	1967.2	2028.4	2089.6	2150.8	2212.0	2311.6	2411.2	2510.8	2610.4	2710.0	2850.2	2990.4	3130.6	3270.8	3411.0	3619.0	3827.0	4035.0	4243.0	4451.0	4625.0	4817.0	5065.0	5378.0	5743.0	6145.0	6516.0	6899.0
Indonesia	4626.0	4903.6	5181.2	5458.8	5736.4	6014.0	5972.6	5931.2	5889.8	5848.4	5807.0	6013.0	6219.0	6425.0	6631.0	6837.0	7161.2	7485.4	7809.6	8133.8	8458.0	8859.0	9267.0	9652.0	10003.0	10359.0	10748.0	11161.0	11606.0
Iran	11364.0	11543.8	11723.6	11903.4	12083.2	12263.0	12457.8	12652.6	12847.4	13042.2	13237.0	13742.4	14247.8	14753.2	15258.6	15764.0	16239.0	16714.0	17189.0	17664.0	18139.0	18401.0	16827.0	16587.0	17131.0	16683.0	18664.0	19098.0	19098.0
Iraq	11555.0	10560.0	9565.0	8570.0	7575.0	6580.0	7706.4	8832.8	9959.2	11085.6	12212.0	11955.6	11699.2	11442.8	11186.4	10930.0	11374.8	11819.6	12264.4	12709.2	13154.0	13694.0	15033.0	15557.0	15095.0	14964.0	16513.0	15830.0	15565.0
Ireland	21658.0	22616.4	23574.8	24533.2	25491.6	26450.0	29037.0	31624.0	34211.0	36798.0	39385.0	40827.6	42270.2	43712.8	45155.4	46598.0	45981.4	45364.8	44748.2	44131.6	43515.0	44938.0	44829.0	45190.0	48809.0	60494.0	62798.0	66604.0	70361.0
Israel	20728.0	21404.6	22081.2	22757.8	23434.4	24111.0	24646.6	25182.2	25717.8	26253.4	26789.0	26753.0	26717.0	26681.0	26645.0	26609.0	27220.2	27831.4	28442.6	29053.8	29665.0	30569.0	30645.0	31325.0	31927.0	32104.0	32743.0	33220.0	33661.0
Italy	31142.0	31544.0	31946.0	32348.0	32750.0	33152.0	33828.8	34505.6	35182.4	35859.2	36536.0	36749.6	36963.2	37176.8	37390.4	37604.0	37323.4	37042.8	36762.2	36481.6	36201.0	36347.0	35228.0	34220.0	33946.0	34293.0	34735.0	35373.0	35739.0
Jamaica	7301.0	7533.2	7765.4	7997.6	8229.8	8462.0	8357.6	8253.2	8148.8	8044.4	7940.0	8037.6	8135.2	8232.8	8330.4	8428.0	8346.0	8264.0	8182.0	8100.0	8018.0	8112.0	8016.0	8010.0	8019.0	8047.0	8115.0	8154.0	8266.0
Japan	30582.0	30950.6	31319.2	31687.8	32056.4	32425.0	32714.4	33003.8	33293.2	33582.6	33872.0	34229.2	34586.4	34943.6	35300.8	35658.0	35676.4	35694.8	35713.2	35731.6	35750.0	35775.0	36368.0	37149.0	37337.0	37834.0	38108.0	38907.0	39294.0
Jordan	6285.0	6404.6	6524.2	6643.8	6763.4	6883.0	6950.4	7017.8	7085.2	7152.6	7220.0	7523.2	7826.4	8129.6	8432.8	8736.0	8866.0	8996.0	9126.0	9256.0	9386.0	9124.0	8871.0	8662.0	8530.0	8408.0	8320.0	8299.0	8309.0
Kazakhstan	13050.0	12096.6	11143.2	10189.8	9236.4	8283.0	8616.8	8950.6	9284.4	9618.2	9952.0	11164.4	12376.8	13589.2	14801.6	16014.0	16830.6	17647.2	18463.8	19280.4	20097.0	21277.0	21986.0	22972.0	23587.0	23524.0	23447.0	24079.0	24738.0
Kenya	2348.0	2312.6	2277.2	2241.8	2206.4	2171.0	2156.4	2141.8	2127.2	2112.6	2098.0	2116.2	2134.4	2152.6	2170.8	2189.0	2238.4	2287.8	2337.2	2386.6	2436.0	2516.0	2562.0	2642.0	2713.0	2798.0	2891.0	2961.0	3077.0
Kiribati	1944.0	1930.0	1916.0	1902.0	1888.0	1874.0	1897.0	1920.0	1943.0	1966.0	1989.0	1983.0	1977.0	1971.0	1965.0	1959.0	1917.6	1876.2	1834.8	1793.4	1752.0	1749.0	1803.0	1853.0	1815.0	1976.0	2048.0	2025.0	2035.0
South Korea	11633.0	12619.6	13606.2	14592.8	15579.4	16566.0	17404.2	18242.4	19080.6	19918.8	20757.0	21709.0	22661.0	23613.0	24565.0	25517.0	26484.0	27451.0	28418.0	29385.0	30352.0	31229.0	31777.0	32549.0	33426.0	34178.0	35020.0	35938.0	36777.0
